#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType


#Text=Bolin says : " Naga away ! " 
1-1	0-5	Bolin	*	PER	*->1-1	*[1]
1-2	6-10	says	_	_	_	_
1-3	11-12	:	_	_	_	_
1-4	13-14	"	_	_	_	_
1-5	15-19	Naga	_	_	*->2-1	*[2]
1-6	20-24	away	_	_	_	_
1-7	25-26	!	_	_	_	_
1-8	27-28	"	_	_	_	_

#Text=Korra says : " All right , scratch that . 
2-1	29-34	Korra	*	PER	_	_
2-2	35-39	says	_	_	_	_
2-3	40-41	:	_	_	_	_
2-4	42-43	"	_	_	_	_
2-5	44-47	All	_	_	_	_
2-6	48-53	right	_	_	_	_
2-7	54-55	,	_	_	_	_
2-8	56-63	scratch	_	_	_	_
2-9	64-68	that	_	_	*->2-2	*[2]
2-10	69-70	.	_	_	_	_

#Text=Any other ideas ? 
3-1	71-74	Any	_	_	_	_
3-2	75-80	other	_	_	_	_
3-3	81-86	ideas	_	_	_	_
3-4	87-88	?	_	_	_	_

#Text=" Asami says : " Hmm . 
4-1	89-90	"	_	_	_	_
4-2	91-96	Asami	*	PER	_	_
4-3	97-101	says	_	_	_	_
4-4	102-103	:	_	_	_	_
4-5	104-105	"	_	_	_	_
4-6	106-109	Hmm	_	_	_	_
4-7	110-111	.	_	_	_	_

#Text=I think I have the answer . 
5-1	112-113	I	_	_	_	_
5-2	114-119	think	_	_	_	_
5-3	120-121	I	_	_	_	_
5-4	122-126	have	_	_	_	_
5-5	127-130	the	_	_	_	_
5-6	131-137	answer	_	_	_	_
5-7	138-139	.	_	_	_	_

#Text=" Asami says : " You think this 'll do ? 
6-1	140-141	"	_	_	_	_
6-2	142-147	Asami	*	PER	_	_
6-3	148-152	says	_	_	_	_
6-4	153-154	:	_	_	_	_
6-5	155-156	"	_	_	_	_
6-6	157-160	You	_	_	_	_
6-7	161-166	think	_	_	_	_
6-8	167-171	this	_	_	_	_
6-9	172-175	'll	_	_	_	_
6-10	176-178	do	_	_	_	_
6-11	179-180	?	_	_	_	_

#Text=" Mako says : " I like the new Team Avatar 's style . 
7-1	181-182	"	_	_	_	_
7-2	183-187	Mako	*	PER	*->5-1	*[5]
7-3	188-192	says	_	_	_	_
7-4	193-194	:	_	_	_	_
7-5	195-196	"	_	_	_	_
7-6	197-198	I	_	_	*->5-2	*[5]
7-7	199-203	like	_	_	_	_
7-8	204-207	the	_	_	_	_
7-9	208-211	new	_	_	_	_
7-10	212-216	Team	_	_	_	_
7-11	217-223	Avatar	_	_	_	_
7-12	224-226	's	_	_	_	_
7-13	227-232	style	_	_	_	_
7-14	233-234	.	_	_	_	_

#Text=" Police dispatcher says : " Unit two sixteen , cancel that ten fifty - eight at Harmony Tower . 
8-1	235-236	"	_	_	_	_
8-2	237-243	Police	_	_	*->7-1	*[7]
8-3	244-254	dispatcher	*	PER	*->7-1	*[7]
8-4	255-259	says	_	_	_	_
8-5	260-261	:	_	_	_	_
8-6	262-263	"	_	_	_	_
8-7	264-268	Unit	_	_	_	_
8-8	269-272	two	_	_	_	_
8-9	273-280	sixteen	_	_	_	_
8-10	281-282	,	_	_	_	_
8-11	283-289	cancel	_	_	_	_
8-12	290-294	that	_	_	_	_
8-13	295-298	ten	_	_	_	_
8-14	299-304	fifty	_	_	_	_
8-15	305-306	-	_	_	_	_
8-16	307-312	eight	_	_	_	_
8-17	313-315	at	_	_	_	_
8-18	316-323	Harmony	_	_	_	_
8-19	324-329	Tower	_	_	_	_
8-20	330-331	.	_	_	_	_

#Text=Come back to the station , over . 
9-1	332-336	Come	_	_	_	_
9-2	337-341	back	_	_	_	_
9-3	342-344	to	_	_	_	_
9-4	345-348	the	_	_	_	_
9-5	349-356	station	_	_	_	_
9-6	357-358	,	_	_	_	_
9-7	359-363	over	_	_	_	_
9-8	364-365	.	_	_	_	_

#Text=" Asami says : " My dad had police scanners installed in all of his cars . 
10-1	366-367	"	_	_	_	_
10-2	368-373	Asami	*	PER	_	_
10-3	374-378	says	_	_	_	_
10-4	379-380	:	_	_	_	_
10-5	381-382	"	_	_	_	_
10-6	383-385	My	_	_	_	_
10-7	386-389	dad	_	_	_	_
10-8	390-393	had	_	_	_	_
10-9	394-400	police	_	_	_	_
10-10	401-409	scanners	_	_	_	_
10-11	410-419	installed	_	_	_	_
10-12	420-422	in	_	_	_	_
10-13	423-426	all	_	_	_	_
10-14	427-429	of	_	_	_	_
10-15	430-433	his	_	_	_	_
10-16	434-438	cars	_	_	_	_
10-17	439-440	.	_	_	_	_

#Text=I guess now I know why . 
11-1	441-442	I	_	_	_	_
11-2	443-448	guess	_	_	_	_
11-3	449-452	now	_	_	_	_
11-4	453-454	I	_	_	_	_
11-5	455-459	know	_	_	_	_
11-6	460-463	why	_	_	_	_
11-7	464-465	.	_	_	_	_

#Text=" Police dispatcher says : " Calling all units , Level Four Alert . 
12-1	466-467	"	_	_	_	_
12-2	468-474	Police	_	_	*->7-2	*[7]
12-3	475-485	dispatcher	*	PER	*->7-2	*[7]
12-4	486-490	says	_	_	_	_
12-5	491-492	:	_	_	_	_
12-6	493-494	"	_	_	_	_
12-7	495-502	Calling	_	_	_	_
12-8	503-506	all	_	_	_	_
12-9	507-512	units	_	_	_	_
12-10	513-514	,	_	_	_	_
12-11	515-520	Level	_	_	*->9-1	*[9]
12-12	521-525	Four	_	_	*->8-1	*[8]
12-13	526-531	Alert	_	_	*->9-1	*[9]
12-14	532-533	.	_	_	_	_

#Text=Jailbreak at headquarters . 
13-1	534-543	Jailbreak	_	_	_	_
13-2	544-546	at	_	_	_	_
13-3	547-559	headquarters	_	_	_	_
13-4	560-561	.	_	_	_	_

#Text=Officers down , electrocuted . 
14-1	562-570	Officers	_	_	_	_
14-2	571-575	down	_	_	_	_
14-3	576-577	,	_	_	_	_
14-4	578-590	electrocuted	_	_	_	_
14-5	591-592	.	_	_	_	_

#Text=Chi blockers and Equalist convicts are still at large armed and dangerous . 
15-1	593-596	Chi	_	_	_	_
15-2	597-605	blockers	_	_	_	_
15-3	606-609	and	_	_	_	_
15-4	610-618	Equalist	_	_	*->10-1	*[10]
