#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType


#Text=Asami says : " Where 's Varrick ? 
1-1	0-5	Asami	*	PER	_	_
1-2	6-10	says	_	_	_	_
1-3	11-12	:	_	_	_	_
1-4	13-14	"	_	_	_	_
1-5	15-20	Where	_	_	_	_
1-6	21-23	's	_	_	_	_
1-7	24-31	Varrick	*	PER	_	_
1-8	32-33	?	_	_	_	_

#Text=We should 've closed our deal an hour ago . 
2-1	34-36	We	_	_	*->3-1	*[3]
2-2	37-43	should	_	_	_	_
2-3	44-47	've	_	_	_	_
2-4	48-54	closed	_	_	_	_
2-5	55-58	our	_	_	*->3-2	*[3]
2-6	59-63	deal	_	_	_	_
2-7	64-66	an	_	_	_	_
2-8	67-71	hour	_	_	_	_
2-9	72-75	ago	_	_	_	_
2-10	76-77	.	_	_	_	_

#Text=" Bolin says : " Would you relax ? 
3-1	78-79	"	_	_	_	_
3-2	80-85	Bolin	*	PER	_	_
3-3	86-90	says	_	_	_	_
3-4	91-92	:	_	_	_	_
3-5	93-94	"	_	_	_	_
3-6	95-100	Would	_	_	_	_
3-7	101-104	you	_	_	*->5-1	*[5]
3-8	105-110	relax	_	_	_	_
3-9	111-112	?	_	_	_	_

#Text=This place is great . 
4-1	113-117	This	_	_	*->6-1	*[6]
4-2	118-123	place	_	_	*->6-1	*[6]
4-3	124-126	is	_	_	_	_
4-4	127-132	great	_	_	_	_
4-5	133-134	.	_	_	_	_

#Text=And the best part about it , Eska does n't know I 'm here . 
5-1	135-138	And	_	_	_	_
5-2	139-142	the	_	_	_	_
5-3	143-147	best	_	_	_	_
5-4	148-152	part	_	_	_	_
5-5	153-158	about	_	_	_	_
5-6	159-161	it	_	_	*->6-2	*[6]
5-7	162-163	,	_	_	_	_
5-8	164-168	Eska	*	PER	*->7-1	*[7]
5-9	169-173	does	_	_	_	_
5-10	174-177	n't	_	_	_	_
5-11	178-182	know	_	_	_	_
5-12	183-184	I	_	_	_	_
5-13	185-187	'm	_	_	_	_
5-14	188-192	here	_	_	_	_
5-15	193-194	.	_	_	_	_

#Text=" Bolin says : " Ee - yah . 
6-1	195-196	"	_	_	*->4-1	*[4]
6-2	197-202	Bolin	*	PER	*->4-1	*[4]
6-3	203-207	says	_	_	_	_
6-4	208-209	:	_	_	_	_
6-5	210-211	"	_	_	_	_
6-6	212-214	Ee	_	_	_	_
6-7	215-216	-	_	_	_	_
6-8	217-220	yah	_	_	_	_
6-9	221-222	.	_	_	_	_

#Text=I was n't hiding . 
7-1	223-224	I	_	_	*->4-4	*[4]
7-2	225-228	was	_	_	_	_
7-3	229-232	n't	_	_	_	_
7-4	233-239	hiding	_	_	_	_
7-5	240-241	.	_	_	_	_

#Text=Hey , hey - hey , hey . 
8-1	242-245	Hey	_	_	_	_
8-2	246-247	,	_	_	_	_
8-3	248-251	hey	_	_	_	_
8-4	252-253	-	_	_	_	_
8-5	254-257	hey	_	_	_	_
8-6	258-259	,	_	_	_	_
8-7	260-263	hey	_	_	_	_
8-8	264-265	.	_	_	_	_

#Text=" Eska says : " I 'm not on the hunt for you . 
9-1	266-267	"	_	_	_	_
9-2	268-272	Eska	*	PER	*->7-2	*[7]
9-3	273-277	says	_	_	_	_
9-4	278-279	:	_	_	_	_
9-5	280-281	"	_	_	_	_
9-6	282-283	I	_	_	*->7-3	*[7]
9-7	284-286	'm	_	_	_	_
9-8	287-290	not	_	_	_	_
9-9	291-293	on	_	_	_	_
9-10	294-297	the	_	_	_	_
9-11	298-302	hunt	_	_	_	_
9-12	303-306	for	_	_	_	_
9-13	307-310	you	_	_	*->4-5	*[4]
9-14	311-312	.	_	_	_	_

#Text=Currently . 
10-1	313-322	Currently	_	_	_	_
10-2	323-324	.	_	_	_	_

#Text=" Desna says : " We search for Varrick . 
11-1	325-326	"	_	_	_	_
11-2	327-332	Desna	_	_	*->9-1	*[9]
11-3	333-337	says	_	_	_	_
11-4	338-339	:	_	_	_	_
11-5	340-341	"	_	_	_	_
11-6	342-344	We	_	_	*->10-1	*[10]
11-7	345-351	search	_	_	_	_
11-8	352-355	for	_	_	_	_
11-9	356-363	Varrick	*	PER	_	_
11-10	364-365	.	_	_	_	_

#Text=Our father wishes him to stand trial . 
12-1	366-369	Our	_	_	*->10-2	*[10]
12-2	370-376	father	_	_	*->11-1	*[11]
12-3	377-383	wishes	_	_	_	_
12-4	384-387	him	_	_	*->11-2	*[11]
12-5	388-390	to	_	_	_	_
12-6	391-396	stand	_	_	_	_
12-7	397-402	trial	_	_	_	_
12-8	403-404	.	_	_	_	_

#Text=" Asami says : " What did he do ? 
13-1	405-406	"	_	_	_	_
13-2	407-412	Asami	*	PER	_	_
13-3	413-417	says	_	_	_	_
13-4	418-419	:	_	_	_	_
13-5	420-421	"	_	_	_	_
13-6	422-426	What	_	_	_	_
13-7	427-430	did	_	_	_	_
13-8	431-433	he	_	_	*->11-3	*[11]
13-9	434-436	do	_	_	_	_
13-10	437-438	?	_	_	_	_

#Text=" Eska says : " He is a traitor to the Water Tribe , along with our aunt and uncle . 
14-1	439-440	"	_	_	_	_
14-2	441-445	Eska	*	PER	*->7-4	*[7]
14-3	446-450	says	_	_	_	_
14-4	451-452	:	_	_	_	_
14-5	453-454	"	_	_	_	_
14-6	455-457	He	_	_	_	_
14-7	458-460	is	_	_	_	_
14-8	461-462	a	_	_	_	_
14-9	463-470	traitor	_	_	_	_
14-10	471-473	to	_	_	_	_
14-11	474-477	the	_	_	_	_
