#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType


#Text=Amon says : " So , the Avatar has arrived early . 
1-1	0-4	Amon	*	PER	_	_
1-2	5-9	says	_	_	_	_
1-3	10-11	:	_	_	_	_
1-4	12-13	"	_	_	_	_
1-5	14-16	So	_	_	_	_
1-6	17-18	,	_	_	_	_
1-7	19-22	the	_	_	*->1-1	*[1]
1-8	23-29	Avatar	_	_	*->1-1	*[1]
1-9	30-33	has	_	_	_	_
1-10	34-41	arrived	_	_	_	_
1-11	42-47	early	_	_	_	_
1-12	48-49	.	_	_	_	_

#Text=It looks like we 'll have to accelerate our plans . 
2-1	50-52	It	_	_	*->1-2	*[1]
2-2	53-58	looks	_	_	_	_
2-3	59-63	like	_	_	_	_
2-4	64-66	we	_	_	*->2-1	*[2]
2-5	67-70	'll	_	_	_	_
2-6	71-75	have	_	_	_	_
2-7	76-78	to	_	_	_	_
2-8	79-89	accelerate	_	_	_	_
2-9	90-93	our	_	_	*->2-2	*[2]
2-10	94-99	plans	_	_	_	_
2-11	100-101	.	_	_	_	_

#Text=" Main Korra Lin Naga Tenzin Antagonists Amon Lieutenant Triple Threat Triad Mushi Two Toed Ping Viper says : " Minor Chung Feathered hat man Gommu Ikki Jinora Katara Meelo Metalbender cops Oogi Pema Protester Ruffled police officer Saikhan Senna Tonraq White Lotus leader White Lotus sentries " Shiro Shinobi says : " Unalaq has forced Korra into opening the Northern portal and trapped Jinora in the Spirit World . 
3-1	102-103	"	_	_	_	_
3-2	104-108	Main	_	_	_	_
3-3	109-114	Korra	_	_	_	_
3-4	115-118	Lin	_	_	_	_
3-5	119-123	Naga	_	_	_	_
3-6	124-130	Tenzin	_	_	_	_
3-7	131-142	Antagonists	_	_	_	_
3-8	143-147	Amon	_	_	_	_
3-9	148-158	Lieutenant	_	_	_	_
3-10	159-165	Triple	_	_	_	_
3-11	166-172	Threat	_	_	_	_
3-12	173-178	Triad	_	_	_	_
3-13	179-184	Mushi	_	_	_	_
3-14	185-188	Two	_	_	_	_
3-15	189-193	Toed	_	_	_	_
3-16	194-198	Ping	_	_	_	_
3-17	199-204	Viper	_	_	_	_
3-18	205-209	says	_	_	_	_
3-19	210-211	:	_	_	_	_
3-20	212-213	"	_	_	_	_
3-21	214-219	Minor	_	_	_	_
3-22	220-225	Chung	*	PER	_	_
3-23	226-235	Feathered	*	PER	_	_
3-24	236-239	hat	_	_	_	_
3-25	240-243	man	_	_	_	_
3-26	244-249	Gommu	*	PER	*->7-1	*[7]
3-27	250-254	Ikki	*	PER	*->7-1	*[7]
3-28	255-261	Jinora	*	PER	*->7-1	*[7]
3-29	262-268	Katara	*	PER	*->7-1	*[7]
3-30	269-274	Meelo	*	PER	*->7-1	*[7]
3-31	275-286	Metalbender	*	PER	*->7-1	*[7]
3-32	287-291	cops	_	_	*->7-1	*[7]
3-33	292-296	Oogi	_	_	*->7-1	*[7]
3-34	297-301	Pema	_	_	*->7-1	*[7]
3-35	302-311	Protester	_	_	*->7-1	*[7]
3-36	312-319	Ruffled	_	_	*->7-1	*[7]
3-37	320-326	police	*	PER	*->7-1	*[7]
3-38	327-334	officer	*	PER	*->7-1	*[7]
3-39	335-342	Saikhan	*	PER	*->4-1	*[4]
3-40	343-348	Senna	*	PER	*->4-1	*[4]
3-41	349-355	Tonraq	*	PER	*->4-1	*[4]
3-42	356-361	White	_	_	*->7-1	*[7]
3-43	362-367	Lotus	_	_	*->7-1	*[7]
3-44	368-374	leader	*	PER	*->7-1	*[7]
3-45	375-380	White	_	_	*->7-1	*[7]
3-46	381-386	Lotus	_	_	*->7-1	*[7]
3-47	387-395	sentries	_	_	*->7-1	*[7]
