#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType


#Text=Wan says : " The lion turtle . " 
1-1	0-3	Wan	_	_	*->1-1	*[1]
1-2	4-8	says	_	_	_	_
1-3	9-10	:	_	_	_	_
1-4	11-12	"	_	_	_	_
1-5	13-16	The	_	_	*->2-1	*[2]
1-6	17-21	lion	_	_	*->2-1	*[2]
1-7	22-28	turtle	_	_	*->2-1	*[2]
1-8	29-30	.	_	_	_	_
1-9	31-32	"	_	_	_	_

#Text=Huntsman says : " Great guardian of our city , we are venturing into the Spirit Wilds to bring back food for our people . 
2-1	33-41	Huntsman	*	PER	*->3-1	*[3]
2-2	42-46	says	_	_	_	_
2-3	47-48	:	_	_	_	_
2-4	49-50	"	_	_	_	_
2-5	51-56	Great	_	_	_	_
2-6	57-65	guardian	_	_	_	_
2-7	66-68	of	_	_	_	_
2-8	69-72	our	_	_	*->4-1	*[4]
2-9	73-77	city	_	_	_	_
2-10	78-79	,	_	_	_	_
2-11	80-82	we	_	_	*->4-2	*[4]
2-12	83-86	are	_	_	_	_
2-13	87-96	venturing	_	_	_	_
2-14	97-101	into	_	_	_	_
2-15	102-105	the	_	_	_	_
2-16	106-112	Spirit	_	_	_	_
2-17	113-118	Wilds	_	_	_	_
2-18	119-121	to	_	_	_	_
2-19	122-127	bring	_	_	_	_
2-20	128-132	back	_	_	_	_
2-21	133-137	food	_	_	_	_
2-22	138-141	for	_	_	_	_
2-23	142-145	our	_	_	*->4-3	*[4]
2-24	146-152	people	_	_	_	_
2-25	153-154	.	_	_	_	_

#Text=Please , grant us the power of fire . 
3-1	155-161	Please	_	_	_	_
3-2	162-163	,	_	_	_	_
3-3	164-169	grant	_	_	_	_
3-4	170-172	us	_	_	*->4-4	*[4]
3-5	173-176	the	_	_	*->6-1	*[6]
3-6	177-182	power	_	_	*->6-1	*[6]
3-7	183-185	of	_	_	*->6-1	*[6]
3-8	186-190	fire	_	_	*->6-1	*[6]
3-9	191-192	.	_	_	_	_

#Text=" Lion turtle says : " The power is yours to keep until your return . 
4-1	193-194	"	_	_	_	_
4-2	195-199	Lion	_	_	*->2-2	*[2]
4-3	200-206	turtle	_	_	*->2-2	*[2]
4-4	207-211	says	_	_	_	_
4-5	212-213	:	_	_	_	_
4-6	214-215	"	_	_	_	_
4-7	216-219	The	_	_	*->6-2	*[6]
4-8	220-225	power	_	_	*->6-2	*[6]
4-9	226-228	is	_	_	_	_
4-10	229-234	yours	_	_	*->3-2	*[3]
4-11	235-237	to	_	_	_	_
4-12	238-242	keep	_	_	_	_
4-13	243-248	until	_	_	_	_
4-14	249-253	your	_	_	*->3-3	*[3]
4-15	254-260	return	_	_	_	_
4-16	261-262	.	_	_	_	_

#Text=" Huntsman says : " You 're first , kid . 
5-1	263-264	"	_	_	_	_
5-2	265-273	Huntsman	*	PER	*->3-4	*[3]
5-3	274-278	says	_	_	_	_
5-4	279-280	:	_	_	_	_
5-5	281-282	"	_	_	_	_
5-6	283-286	You	_	_	_	_
5-7	287-290	're	_	_	_	_
5-8	291-296	first	_	_	_	_
5-9	297-298	,	_	_	_	_
5-10	299-302	kid	_	_	_	_
5-11	303-304	.	_	_	_	_

#Text=" Lion turtle says : " May the element of fire protect you against the spirits . 
6-1	305-306	"	_	_	_	_
6-2	307-311	Lion	_	_	*->2-3	*[2]
6-3	312-318	turtle	_	_	*->2-3	*[2]
6-4	319-323	says	_	_	_	_
6-5	324-325	:	_	_	_	_
6-6	326-327	"	_	_	_	_
6-7	328-331	May	_	_	_	_
6-8	332-335	the	_	_	_	_
6-9	336-343	element	_	_	_	_
6-10	344-346	of	_	_	_	_
6-11	347-351	fire	_	_	_	_
6-12	352-359	protect	_	_	_	_
6-13	360-363	you	_	_	*->3-5	*[3]
6-14	364-371	against	_	_	_	_
6-15	372-375	the	_	_	*->7-1	*[7]
6-16	376-383	spirits	_	_	*->7-1	*[7]
6-17	384-385	.	_	_	_	_

