#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType


#Text=Unavaatu says : " With you out of the way , I will be the one true Avatar . " 
1-1	0-8	Unavaatu	*	PER	_	_
1-2	9-13	says	_	_	_	_
1-3	14-15	:	_	_	_	_
1-4	16-17	"	_	_	_	_
1-5	18-22	With	_	_	_	_
1-6	23-26	you	_	_	_	_
1-7	27-30	out	_	_	_	_
1-8	31-33	of	_	_	_	_
1-9	34-37	the	_	_	*->2-1	*[2]
1-10	38-41	way	_	_	*->2-1	*[2]
1-11	42-43	,	_	_	_	_
1-12	44-45	I	_	_	_	_
1-13	46-50	will	_	_	_	_
1-14	51-53	be	_	_	_	_
1-15	54-57	the	_	_	_	_
1-16	58-61	one	_	_	_	_
1-17	62-66	true	_	_	_	_
1-18	67-73	Avatar	_	_	_	_
1-19	74-75	.	_	_	_	_
1-20	76-77	"	_	_	_	_

#Text=Ikki says : " Mommy , it 's Jinora . 
2-1	78-82	Ikki	*	PER	_	_
2-2	83-87	says	_	_	_	_
2-3	88-89	:	_	_	_	_
2-4	90-91	"	_	_	_	_
2-5	92-97	Mommy	_	_	*->3-2	*[3]
2-6	98-99	,	_	_	_	_
2-7	100-102	it	_	_	*->2-2	*[2]
2-8	103-105	's	_	_	_	_
2-9	106-112	Jinora	_	_	*->3-1	*[3]
2-10	113-114	.	_	_	_	_

#Text=She 's ... beautiful . 
3-1	115-118	She	_	_	*->3-3	*[3]
3-2	119-121	's	_	_	_	_
3-3	122-125	...	_	_	_	_
3-4	126-135	beautiful	_	_	_	_
3-5	136-137	.	_	_	_	_

#Text=" Pema says : " What ? 
4-1	138-139	"	_	_	*->4-1	*[4]
4-2	140-144	Pema	*	PER	*->4-1	*[4]
4-3	145-149	says	_	_	_	_
4-4	150-151	:	_	_	_	_
4-5	152-153	"	_	_	_	_
4-6	154-158	What	_	_	*->5-1	*[5]
4-7	159-160	?	_	_	_	_

#Text=Let me see . 
5-1	161-164	Let	_	_	_	_
5-2	165-167	me	_	_	*->4-2	*[4]
5-3	168-171	see	_	_	_	_
5-4	172-173	.	_	_	_	_

#Text=Be careful sweetie ! 
6-1	174-176	Be	_	_	_	_
6-2	177-184	careful	_	_	_	_
6-3	185-192	sweetie	_	_	_	_
