#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType


#Text=Sozin says : " I remember my friend . " 
1-1	0-5	Sozin	*	PER	_	_
1-2	6-10	says	_	_	_	_
1-3	11-12	:	_	_	_	_
1-4	13-14	"	_	_	_	_
1-5	15-16	I	_	_	_	_
1-6	17-25	remember	_	_	_	_
1-7	26-28	my	_	_	_	_
1-8	29-35	friend	_	_	_	_
1-9	36-37	.	_	_	_	_
1-10	38-39	"	_	_	_	_

#Text=Sozin says : " Looks like I win again , Roku . " 
2-1	40-45	Sozin	*	PER	_	_
2-2	46-50	says	_	_	_	_
2-3	51-52	:	_	_	_	_
2-4	53-54	"	_	_	_	_
2-5	55-60	Looks	_	_	_	_
2-6	61-65	like	_	_	_	_
2-7	66-67	I	_	_	_	_
2-8	68-71	win	_	_	_	_
2-9	72-77	again	_	_	_	_
2-10	78-79	,	_	_	_	_
2-11	80-84	Roku	*	PER	_	_
2-12	85-86	.	_	_	_	_
2-13	87-88	"	_	_	_	_

#Text=Roku says : " Are you kidding ? 
3-1	89-93	Roku	*	PER	_	_
3-2	94-98	says	_	_	_	_
3-3	99-100	:	_	_	_	_
3-4	101-102	"	_	_	_	_
3-5	103-106	Are	_	_	_	_
3-6	107-110	you	_	_	_	_
3-7	111-118	kidding	_	_	_	_
3-8	119-120	?	_	_	_	_

#Text=The tree root did all the work . 
4-1	121-124	The	_	_	_	_
4-2	125-129	tree	_	_	_	_
4-3	130-134	root	_	_	_	_
4-4	135-138	did	_	_	_	_
4-5	139-142	all	_	_	_	_
4-6	143-146	the	_	_	_	_
4-7	147-151	work	_	_	_	_
4-8	152-153	.	_	_	_	_

#Text=Nice one , Sozin . 
5-1	154-158	Nice	_	_	_	_
5-2	159-162	one	_	_	_	_
5-3	163-164	,	_	_	_	_
5-4	165-170	Sozin	*	PER	_	_
5-5	171-172	.	_	_	_	_

#Text=" Aang says : " You were friends with Fire Lord Sozin ? 
6-1	173-174	"	_	_	_	_
6-2	175-179	Aang	*	PER	*->4-1	*[4]
6-3	180-184	says	_	_	_	_
6-4	185-186	:	_	_	_	_
6-5	187-188	"	_	_	_	_
6-6	189-192	You	_	_	*->5-2	*[5]
6-7	193-197	were	_	_	_	_
6-8	198-205	friends	_	_	*->5-1	*[5]
6-9	206-210	with	_	_	*->5-1	*[5]
6-10	211-215	Fire	_	_	*->1-1	*[1]
6-11	216-220	Lord	_	_	*->1-1	*[1]
6-12	221-226	Sozin	*	PER	*->1-1	*[1]
6-13	227-228	?	_	_	_	_

#Text=" Roku says : " Back then , he was just Prince Sozin . 
7-1	229-230	"	_	_	_	_
7-2	231-235	Roku	*	PER	_	_
7-3	236-240	says	_	_	_	_
7-4	241-242	:	_	_	_	_
7-5	243-244	"	_	_	_	_
7-6	245-249	Back	_	_	_	_
7-7	250-254	then	_	_	_	_
7-8	255-256	,	_	_	_	_
7-9	257-259	he	_	_	*->1-8	*[1]
7-10	260-263	was	_	_	_	_
7-11	264-268	just	_	_	_	_
7-12	269-275	Prince	*	PER	*->1-9	*[1]
7-13	276-281	Sozin	*	PER	*->1-9	*[1]
7-14	282-283	.	_	_	_	_

#Text=And he was my best friend . 
8-1	284-287	And	_	_	_	_
8-2	288-290	he	_	_	*->1-10	*[1]
8-3	291-294	was	_	_	_	_
8-4	295-297	my	_	_	*->1-11	*[1]
8-5	298-302	best	_	_	*->1-11	*[1]
8-6	303-309	friend	_	_	*->1-11	*[1]
8-7	310-311	.	_	_	_	_

#Text=" Sozin says : " Say something to her . 
9-1	312-313	"	_	_	_	_
9-2	314-319	Sozin	*	PER	*->1-12	*[1]
9-3	320-324	says	_	_	_	_
9-4	325-326	:	_	_	_	_
9-5	327-328	"	_	_	_	_
9-6	329-332	Say	_	_	_	_
9-7	333-342	something	_	_	_	_
9-8	343-345	to	_	_	_	_
9-9	346-349	her	_	_	*->4-2	*[4]
9-10	350-351	.	_	_	_	_

#Text=" Roku says : " Love is hard when you are young . 
10-1	352-353	"	_	_	_	_
10-2	354-358	Roku	*	PER	_	_
10-3	359-363	says	_	_	_	_
10-4	364-365	:	_	_	_	_
10-5	366-367	"	_	_	_	_
10-6	368-372	Love	_	_	_	_
10-7	373-375	is	_	_	_	_
10-8	376-380	hard	_	_	_	_
10-9	381-385	when	_	_	_	_
10-10	386-389	you	_	_	_	_
10-11	390-393	are	_	_	_	_
10-12	394-399	young	_	_	_	_
10-13	400-401	.	_	_	_	_

#Text=" Aang says : " You do n't have to tell me . 
11-1	402-403	"	_	_	_	_
11-2	404-408	Aang	*	PER	*->4-3	*[4]
11-3	409-413	says	_	_	_	_
11-4	414-415	:	_	_	_	_
11-5	416-417	"	_	_	_	_
11-6	418-421	You	_	_	_	_
11-7	422-424	do	_	_	_	_
11-8	425-428	n't	_	_	_	_
11-9	429-433	have	_	_	_	_
11-10	434-436	to	_	_	_	_
11-11	437-441	tell	_	_	_	_
11-12	442-444	me	_	_	*->4-4	*[4]
11-13	445-446	.	_	_	_	_

#Text=" Roku says : " Do n't worry , it gets better . 
12-1	447-448	"	_	_	_	_
12-2	449-453	Roku	*	PER	_	_
12-3	454-458	says	_	_	_	_
12-4	459-460	:	_	_	_	_
12-5	461-462	"	_	_	_	_
12-6	463-465	Do	_	_	_	_
12-7	466-469	n't	_	_	_	_
12-8	470-475	worry	_	_	_	_
12-9	476-477	,	_	_	_	_
12-10	478-480	it	_	_	*->2-1	*[2]
12-11	481-485	gets	_	_	_	_
12-12	486-492	better	_	_	_	_
12-13	493-494	.	_	_	_	_

#Text=Now , come with me . 
13-1	495-498	Now	_	_	_	_
13-2	499-500	,	_	_	_	_
13-3	501-505	come	_	_	_	_
13-4	506-510	with	_	_	_	_
13-5	511-513	me	_	_	_	_
13-6	514-515	.	_	_	_	_

#Text=We have a party to attend . 
14-1	516-518	We	_	_	_	_
14-2	519-523	have	_	_	_	_
14-3	524-525	a	_	_	_	_
14-4	526-531	party	_	_	_	_
14-5	532-534	to	_	_	_	_
14-6	535-541	attend	_	_	_	_
14-7	542-543	.	_	_	_	_

#Text=" Aang says : " Wait , whose party is it ? 
15-1	544-545	"	_	_	_	_
15-2	546-550	Aang	*	PER	*->4-5	*[4]
15-3	551-555	says	_	_	_	_
15-4	556-557	:	_	_	_	_
15-5	558-559	"	_	_	_	_
15-6	560-564	Wait	_	_	_	_
15-7	565-566	,	_	_	_	_
15-8	567-572	whose	_	_	_	_
15-9	573-578	party	_	_	_	_
15-10	579-581	is	_	_	_	_
15-11	582-584	it	_	_	*->2-2	*[2]
15-12	585-586	?	_	_	_	_

#Text=" Roku says : " Sozin and I shared many things , including a birthday . 
16-1	587-588	"	_	_	_	_
16-2	589-593	Roku	*	PER	_	_
16-3	594-598	says	_	_	_	_
16-4	599-600	:	_	_	_	_
16-5	601-602	"	_	_	_	_
16-6	603-608	Sozin	_	_	*->1-13	*[1]
16-7	609-612	and	_	_	*->1-13	*[1]
16-8	613-614	I	_	_	*->1-13	*[1]
16-9	615-621	shared	_	_	_	_
16-10	622-626	many	_	_	_	_
16-11	627-633	things	_	_	_	_
16-12	634-635	,	_	_	_	_
16-13	636-645	including	_	_	_	_
16-14	646-647	a	_	_	_	_
16-15	648-656	birthday	_	_	_	_
16-16	657-658	.	_	_	_	_

#Text=" Sozin says : " Did something happen to my father ? 
17-1	659-660	"	_	_	_	_
17-2	661-666	Sozin	*	PER	*->1-14	*[1]
17-3	667-671	says	_	_	_	_
17-4	672-673	:	_	_	_	_
17-5	674-675	"	_	_	_	_
17-6	676-679	Did	_	_	_	_
17-7	680-689	something	_	_	_	_
17-8	690-696	happen	_	_	_	_
17-9	697-699	to	_	_	_	_
17-10	700-702	my	_	_	*->1-15	*[1]
17-11	703-709	father	_	_	_	_
17-12	710-711	?	_	_	_	_

#Text=" Fire Sage says : " No , Prince Sozin . 
18-1	712-713	"	_	_	_	_
18-2	714-718	Fire	_	_	_	_
18-3	719-723	Sage	_	_	_	_
18-4	724-728	says	_	_	_	_
18-5	729-730	:	_	_	_	_
18-6	731-732	"	_	_	_	_
18-7	733-735	No	_	_	_	_
18-8	736-737	,	_	_	_	_
18-9	738-744	Prince	*	PER	*->1-16	*[1]
18-10	745-750	Sozin	*	PER	*->1-16	*[1]
18-11	751-752	.	_	_	_	_

#Text=We are not here for you . 
19-1	753-755	We	_	_	*->6-1	*[6]
19-2	756-759	are	_	_	_	_
19-3	760-763	not	_	_	_	_
19-4	764-768	here	_	_	_	_
19-5	769-772	for	_	_	_	_
19-6	773-776	you	_	_	*->7-1	*[7]
19-7	777-778	.	_	_	_	_

#Text=We 're here to announce the identity of the next Avatar . 
20-1	779-781	We	_	_	*->6-2	*[6]
20-2	782-785	're	_	_	_	_
20-3	786-790	here	_	_	_	_
20-4	791-793	to	_	_	_	_
20-5	794-802	announce	_	_	_	_
20-6	803-806	the	_	_	_	_
20-7	807-815	identity	_	_	_	_
20-8	816-818	of	_	_	_	_
20-9	819-822	the	_	_	_	_
20-10	823-827	next	_	_	_	_
20-11	828-834	Avatar	_	_	_	_
20-12	835-836	.	_	_	_	_

#Text=It is our honor to serve you , Avatar Roku . 
21-1	837-839	It	_	_	_	_
21-2	840-842	is	_	_	_	_
21-3	843-846	our	_	_	*->6-3	*[6]
