#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType


#Text=Fangirls says : " Ooohhh ... " Koko says : " You were pretty ! " 
1-1	0-8	Fangirls	*	PER	_	_
1-2	9-13	says	_	_	_	_
1-3	14-15	:	_	_	_	_
1-4	16-17	"	_	_	_	_
1-5	18-24	Ooohhh	_	_	_	_
1-6	25-28	...	_	_	_	_
1-7	29-30	"	_	_	_	_
1-8	31-35	Koko	*	PER	_	_
1-9	36-40	says	_	_	_	_
1-10	41-42	:	_	_	_	_
1-11	43-44	"	_	_	_	_
1-12	45-48	You	_	_	_	_
1-13	49-53	were	_	_	_	_
1-14	54-60	pretty	_	_	_	_
1-15	61-62	!	_	_	_	_
1-16	63-64	"	_	_	_	_

#Text=Aang says : " Excuse me for a second , ladies . " 
2-1	65-69	Aang	*	PER	*->1-1	*[1]
2-2	70-74	says	_	_	_	_
2-3	75-76	:	_	_	_	_
2-4	77-78	"	_	_	_	_
2-5	79-85	Excuse	_	_	_	_
2-6	86-88	me	_	_	*->1-2	*[1]
2-7	89-92	for	_	_	_	_
2-8	93-94	a	_	_	_	_
2-9	95-101	second	_	_	_	_
2-10	102-103	,	_	_	_	_
2-11	104-110	ladies	_	_	_	_
2-12	111-112	.	_	_	_	_
2-13	113-114	"	_	_	_	_
