#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType


#Text=Zuko says : " Sorry , but you 're not gon na become Fire Lord today . 
1-1	0-4	Zuko	*	PER	*->1-1	*[1]
1-2	5-9	says	_	_	_	_
1-3	10-11	:	_	_	_	_
1-4	12-13	"	_	_	_	_
1-5	14-19	Sorry	_	_	_	_
1-6	20-21	,	_	_	_	_
1-7	22-25	but	_	_	_	_
1-8	26-29	you	_	_	*->2-1	*[2]
1-9	30-33	're	_	_	_	_
1-10	34-37	not	_	_	_	_
1-11	38-41	gon	_	_	_	_
1-12	42-44	na	_	_	_	_
1-13	45-51	become	_	_	_	_
1-14	52-56	Fire	_	_	*->3-1	*[3]
1-15	57-61	Lord	_	_	*->3-1	*[3]
1-16	62-67	today	_	_	_	_
1-17	68-69	.	_	_	_	_

#Text=I am . 
2-1	70-71	I	_	_	*->1-2	*[1]
2-2	72-74	am	_	_	_	_
2-3	75-76	.	_	_	_	_

#Text=" Azula says : " You 're hilarious . 
3-1	77-78	"	_	_	_	_
3-2	79-84	Azula	*	PER	_	_
3-3	85-89	says	_	_	_	_
3-4	90-91	:	_	_	_	_
3-5	92-93	"	_	_	_	_
3-6	94-97	You	_	_	*->4-1	*[4]
3-7	98-101	're	_	_	_	_
3-8	102-111	hilarious	_	_	_	_
3-9	112-113	.	_	_	_	_

#Text=" Katara says : " And you 're going down . 
4-1	114-115	"	_	_	_	_
4-2	116-122	Katara	*	PER	*->5-1	*[5]
4-3	123-127	says	_	_	_	_
4-4	128-129	:	_	_	_	_
4-5	130-131	"	_	_	_	_
4-6	132-135	And	_	_	_	_
4-7	136-139	you	_	_	_	_
4-8	140-143	're	_	_	_	_
4-9	144-149	going	_	_	_	_
4-10	150-154	down	_	_	_	_
4-11	155-156	.	_	_	_	_

#Text=" Azula says : " Wait . 
5-1	157-158	"	_	_	_	_
5-2	159-164	Azula	*	PER	_	_
5-3	165-169	says	_	_	_	_
5-4	170-171	:	_	_	_	_
5-5	172-173	"	_	_	_	_
5-6	174-178	Wait	_	_	_	_
5-7	179-180	.	_	_	_	_

#Text=You want to be Fire Lord ? 
6-1	181-184	You	_	_	*->4-2	*[4]
6-2	185-189	want	_	_	_	_
6-3	190-192	to	_	_	_	_
6-4	193-195	be	_	_	_	_
6-5	196-200	Fire	_	_	*->3-2	*[3]
6-6	201-205	Lord	_	_	*->3-2	*[3]
6-7	206-207	?	_	_	_	_

#Text=Fine . 
7-1	208-212	Fine	_	_	_	_
7-2	213-214	.	_	_	_	_

#Text=Let 's settle this . 
8-1	215-218	Let	_	_	_	_
8-2	219-221	's	_	_	*->3-3	*[3]
8-3	222-228	settle	_	_	_	_
8-4	229-233	this	_	_	_	_
8-5	234-235	.	_	_	_	_

#Text=Just you and me , brother . 
9-1	236-240	Just	_	_	_	_
9-2	241-244	you	_	_	*->4-3	*[4]
9-3	245-248	and	_	_	_	_
9-4	249-251	me	_	_	*->5-2	*[5]
9-5	252-253	,	_	_	_	_
9-6	254-261	brother	_	_	_	_
9-7	262-263	.	_	_	_	_

#Text=The showdown that was always meant to be . 
10-1	264-267	The	_	_	_	_
10-2	268-276	showdown	_	_	_	_
10-3	277-281	that	_	_	_	_
10-4	282-285	was	_	_	_	_
10-5	286-292	always	_	_	_	_
10-6	293-298	meant	_	_	_	_
10-7	299-301	to	_	_	_	_
10-8	302-304	be	_	_	_	_
10-9	305-306	.	_	_	_	_

#Text=Agni Kai ! 
11-1	307-311	Agni	*	PER	_	_
11-2	312-315	Kai	*	PER	_	_
11-3	316-317	!	_	_	_	_

#Text=" Zuko says : " You 're on . 
12-1	318-319	"	_	_	_	_
12-2	320-324	Zuko	*	PER	*->1-3	*[1]
12-3	325-329	says	_	_	_	_
12-4	330-331	:	_	_	_	_
12-5	332-333	"	_	_	_	_
12-6	334-337	You	_	_	*->2-2	*[2]
12-7	338-341	're	_	_	_	_
12-8	342-344	on	_	_	_	_
12-9	345-346	.	_	_	_	_

#Text=" 
13-1	347-348	"	_	_	_	_
