#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType


#Text=Main Aang Appa Hakoda Katara Momo Sokka Toph Zuko Antagonists Azula Fire Nation soldiers Fire Navy officer Ozai says : " Minor Bato Bosco ( flashback only ) Hope ( flashback only ) Kuei ( flashback only ) Lo and Li Pipsqueak Mai Roku Than ( flashback only ) The Duke Ying ( flashback only ) Yue " Aang says : " Hey , look ! 
1-1	0-4	Main	_	_	_	_
1-2	5-9	Aang	_	_	_	_
1-3	10-14	Appa	_	_	_	_
1-4	15-21	Hakoda	_	_	_	_
1-5	22-28	Katara	_	_	_	_
1-6	29-33	Momo	_	_	_	_
1-7	34-39	Sokka	_	_	_	_
1-8	40-44	Toph	_	_	_	_
1-9	45-49	Zuko	_	_	_	_
1-10	50-61	Antagonists	_	_	_	_
1-11	62-67	Azula	_	_	_	_
1-12	68-72	Fire	_	_	_	_
1-13	73-79	Nation	_	_	_	_
1-14	80-88	soldiers	_	_	_	_
1-15	89-93	Fire	_	_	_	_
1-16	94-98	Navy	_	_	_	_
1-17	99-106	officer	_	_	_	_
1-18	107-111	Ozai	*	PER	_	_
1-19	112-116	says	_	_	_	_
1-20	117-118	:	_	_	_	_
1-21	119-120	"	_	_	_	_
1-22	121-126	Minor	_	_	_	_
1-23	127-131	Bato	*	PER	_	_
1-24	132-137	Bosco	*	PER	_	_
1-25	138-139	(	_	_	_	_
1-26	140-149	flashback	_	_	*->1-1	*[1]
1-27	150-154	only	_	_	*->1-1	*[1]
1-28	155-156	)	_	_	_	_
1-29	157-161	Hope	_	_	_	_
1-30	162-163	(	_	_	_	_
1-31	164-173	flashback	_	_	*->1-2	*[1]
1-32	174-178	only	_	_	*->1-2	*[1]
1-33	179-180	)	_	_	_	_
1-34	181-185	Kuei	*	PER	_	_
1-35	186-187	(	_	_	_	_
1-36	188-197	flashback	_	_	*->1-3	*[1]
1-37	198-202	only	_	_	*->1-3	*[1]
1-38	203-204	)	_	_	_	_
1-39	205-207	Lo	*	PER	_	_
1-40	208-211	and	_	_	_	_
1-41	212-214	Li	*	PER	_	_
1-42	215-224	Pipsqueak	*	PER	_	_
1-43	225-228	Mai	*	PER	_	_
1-44	229-233	Roku	*	PER	_	_
1-45	234-238	Than	*	PER	_	_
1-46	239-240	(	_	_	_	_
1-47	241-250	flashback	_	_	*->1-4	*[1]
1-48	251-255	only	_	_	*->1-4	*[1]
1-49	256-257	)	_	_	_	_
1-50	258-261	The	_	_	_	_
1-51	262-266	Duke	*	PER	_	_
1-52	267-271	Ying	*	PER	_	_
1-53	272-273	(	_	_	_	_
1-54	274-283	flashback	_	_	*->1-5	*[1]
1-55	284-288	only	_	_	*->1-5	*[1]
1-56	289-290	)	_	_	_	_
1-57	291-294	Yue	_	_	_	_
1-58	295-296	"	_	_	_	_
1-59	297-301	Aang	*	PER	_	_
1-60	302-306	says	_	_	_	_
1-61	307-308	:	_	_	_	_
1-62	309-310	"	_	_	_	_
1-63	311-314	Hey	_	_	_	_
1-64	315-316	,	_	_	_	_
1-65	317-321	look	_	_	_	_
1-66	322-323	!	_	_	_	_

#Text=A sword made out of a whale 's tooth . 
2-1	324-325	A	_	_	*->2-1	*[2]
2-2	326-331	sword	_	_	*->2-1	*[2]
2-3	332-336	made	_	_	_	_
2-4	337-340	out	_	_	_	_
2-5	341-343	of	_	_	_	_
2-6	344-345	a	_	_	_	_
2-7	346-351	whale	_	_	_	_
2-8	352-354	's	_	_	_	_
2-9	355-360	tooth	_	_	_	_
2-10	361-362	.	_	_	_	_

#Text=" Sokka says : " Let me see that . 
3-1	363-364	"	_	_	_	_
3-2	365-370	Sokka	_	_	*->3-1	*[3]
3-3	371-375	says	_	_	_	_
3-4	376-377	:	_	_	_	_
3-5	378-379	"	_	_	_	_
3-6	380-383	Let	_	_	_	_
3-7	384-386	me	_	_	*->3-2	*[3]
3-8	387-390	see	_	_	_	_
3-9	391-395	that	_	_	*->2-2	*[2]
3-10	396-397	.	_	_	_	_

#Text=" 
4-1	398-399	"	_	_	_	_
