#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType


#Text=Aang says : " Everyone expects me to take the Fire Lord 's life , but I just do n't know if I can do that . " 
1-1	0-4	Aang	*	PER	*->1-1	*[1]
1-2	5-9	says	_	_	_	_
1-3	10-11	:	_	_	_	_
1-4	12-13	"	_	_	_	_
1-5	14-22	Everyone	_	_	_	_
1-6	23-30	expects	_	_	_	_
1-7	31-33	me	_	_	*->1-2	*[1]
1-8	34-36	to	_	_	_	_
1-9	37-41	take	_	_	_	_
1-10	42-45	the	_	_	_	_
1-11	46-50	Fire	_	_	_	_
1-12	51-55	Lord	_	_	*->2-1	*[2]
1-13	56-58	's	_	_	*->2-1	*[2]
1-14	59-63	life	_	_	*->2-1	*[2]
1-15	64-65	,	_	_	_	_
1-16	66-69	but	_	_	_	_
1-17	70-71	I	_	_	*->1-3	*[1]
1-18	72-76	just	_	_	_	_
1-19	77-79	do	_	_	_	_
1-20	80-83	n't	_	_	_	_
1-21	84-88	know	_	_	_	_
1-22	89-91	if	_	_	_	_
1-23	92-93	I	_	_	*->1-4	*[1]
1-24	94-97	can	_	_	_	_
1-25	98-100	do	_	_	_	_
1-26	101-105	that	_	_	*->2-2	*[2]
1-27	106-107	.	_	_	_	_
1-28	108-109	"	_	_	_	_

#Text=Avatar Roku says : " In my life , I tried to be disciplined and show restraint , but it backfired when Fire Lord Sozin took advantage of my restraint and mercy . 
2-1	110-116	Avatar	*	PER	*->5-1	*[5]
2-2	117-121	Roku	*	PER	*->5-1	*[5]
2-3	122-126	says	_	_	_	_
2-4	127-128	:	_	_	_	_
2-5	129-130	"	_	_	_	_
2-6	131-133	In	_	_	_	_
2-7	134-136	my	_	_	*->2-3	*[2]
2-8	137-141	life	_	_	*->2-3	*[2]
2-9	142-143	,	_	_	_	_
2-10	144-145	I	_	_	*->5-3	*[5]
2-11	146-151	tried	_	_	_	_
2-12	152-154	to	_	_	_	_
2-13	155-157	be	_	_	_	_
2-14	158-169	disciplined	_	_	_	_
2-15	170-173	and	_	_	_	_
2-16	174-178	show	_	_	_	_
2-17	179-188	restraint	_	_	_	_
2-18	189-190	,	_	_	_	_
2-19	191-194	but	_	_	_	_
2-20	195-197	it	_	_	*->2-4	*[2]
2-21	198-207	backfired	_	_	_	_
2-22	208-212	when	_	_	_	_
2-23	213-217	Fire	_	_	*->6-1	*[6]
2-24	218-222	Lord	_	_	*->6-1	*[6]
2-25	223-228	Sozin	*	PER	*->6-1	*[6]
2-26	229-233	took	_	_	_	_
2-27	234-243	advantage	_	_	_	_
2-28	244-246	of	_	_	_	_
2-29	247-249	my	_	_	*->5-4	*[5]
2-30	250-259	restraint	_	_	_	_
2-31	260-263	and	_	_	_	_
2-32	264-269	mercy	_	_	_	_
2-33	270-271	.	_	_	_	_

#Text=If I had been more decisive and acted sooner , I could have stopped Sozin and stopped the war before it started . 
3-1	272-274	If	_	_	_	_
3-2	275-276	I	_	_	*->5-5	*[5]
3-3	277-280	had	_	_	_	_
3-4	281-285	been	_	_	_	_
3-5	286-290	more	_	_	_	_
3-6	291-299	decisive	_	_	_	_
3-7	300-303	and	_	_	_	_
3-8	304-309	acted	_	_	_	_
3-9	310-316	sooner	_	_	_	_
3-10	317-318	,	_	_	_	_
3-11	319-320	I	_	_	*->5-6	*[5]
3-12	321-326	could	_	_	_	_
3-13	327-331	have	_	_	_	_
3-14	332-339	stopped	_	_	_	_
3-15	340-345	Sozin	*	PER	*->6-2	*[6]
3-16	346-349	and	_	_	_	_
3-17	350-357	stopped	_	_	_	_
3-18	358-361	the	_	_	*->3-1	*[3]
3-19	362-365	war	_	_	*->3-1	*[3]
3-20	366-372	before	_	_	_	_
3-21	373-375	it	_	_	*->3-2	*[3]
3-22	376-383	started	_	_	_	_
3-23	384-385	.	_	_	_	_

#Text=I offer you this wisdom , Aang : You must be decisive . 
4-1	386-387	I	_	_	*->5-7	*[5]
4-2	388-393	offer	_	_	_	_
4-3	394-397	you	_	_	*->4-1	*[4]
4-4	398-402	this	_	_	_	_
4-5	403-409	wisdom	_	_	_	_
4-6	410-411	,	_	_	_	_
4-7	412-416	Aang	_	_	*->1-5	*[1]
4-8	417-418	:	_	_	_	_
4-9	419-422	You	_	_	*->4-2	*[4]
4-10	423-427	must	_	_	_	_
4-11	428-430	be	_	_	_	_
4-12	431-439	decisive	_	_	_	_
4-13	440-441	.	_	_	_	_

#Text=" 
5-1	442-443	"	_	_	_	_
