#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType


#Text=Iroh says : " Where have you been , Prince Zuko ? 
1-1	0-4	Iroh	*	PER	*->1-1	*[1]
1-2	5-9	says	_	_	_	_
1-3	10-11	:	_	_	_	_
1-4	12-13	"	_	_	_	_
1-5	14-19	Where	_	_	_	_
1-6	20-24	have	_	_	_	_
1-7	25-28	you	_	_	*->2-1	*[2]
1-8	29-33	been	_	_	_	_
1-9	34-35	,	_	_	_	_
1-10	36-42	Prince	*	PER	*->3-1	*[3]
1-11	43-47	Zuko	*	PER	*->3-1	*[3]
1-12	48-49	?	_	_	_	_

#Text=You missed music night ! 
2-1	50-53	You	_	_	*->2-2	*[2]
2-2	54-60	missed	_	_	_	_
2-3	61-66	music	_	_	_	_
2-4	67-72	night	_	_	_	_
2-5	73-74	!	_	_	_	_

#Text=Lieutenant Jee sang a stirring love song . 
3-1	75-85	Lieutenant	*	PER	_	_
3-2	86-89	Jee	*	PER	_	_
3-3	90-94	sang	_	_	_	_
3-4	95-96	a	_	_	_	_
3-5	97-105	stirring	_	_	_	_
3-6	106-110	love	_	_	_	_
3-7	111-115	song	_	_	_	_
3-8	116-117	.	_	_	_	_

#Text=" Zuko says : " I 'm going to bed . 
4-1	118-119	"	_	_	_	_
4-2	120-124	Zuko	*	PER	*->3-2	*[3]
4-3	125-129	says	_	_	_	_
4-4	130-131	:	_	_	_	_
4-5	132-133	"	_	_	_	_
4-6	134-135	I	_	_	*->3-3	*[3]
4-7	136-138	'm	_	_	_	_
4-8	139-144	going	_	_	_	_
4-9	145-147	to	_	_	_	_
4-10	148-151	bed	_	_	_	_
4-11	152-153	.	_	_	_	_

#Text=No disturbances . 
5-1	154-156	No	_	_	_	_
5-2	157-169	disturbances	_	_	_	_
5-3	170-171	.	_	_	_	_

#Text=" Aang says : " Suck on these . 
6-1	172-173	"	_	_	_	_
6-2	174-178	Aang	*	PER	*->4-1	*[4]
6-3	179-183	says	_	_	_	_
6-4	184-185	:	_	_	_	_
6-5	186-187	"	_	_	_	_
6-6	188-192	Suck	_	_	_	_
6-7	193-195	on	_	_	_	_
6-8	196-201	these	_	_	*->5-1	*[5]
6-9	202-203	.	_	_	_	_

#Text=They 'll make you feel better . 
7-1	204-208	They	_	_	*->5-2	*[5]
7-2	209-212	'll	_	_	_	_
7-3	213-217	make	_	_	_	_
7-4	218-221	you	_	_	*->3-4	*[3]
7-5	222-226	feel	_	_	_	_
7-6	227-233	better	_	_	_	_
7-7	234-235	.	_	_	_	_

#Text=" Sokka says : " Aang , how was your trip ? 
