#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType


#Text=Warden Poon says : " You used to be the pride of the Fire Nation . 
1-1	0-6	Warden	*	PER	_	_
1-2	7-11	Poon	*	PER	_	_
1-3	12-16	says	_	_	_	_
1-4	17-18	:	_	_	_	_
1-5	19-20	"	_	_	_	_
1-6	21-24	You	_	_	*->1-1	*[1]
1-7	25-29	used	_	_	_	_
1-8	30-32	to	_	_	_	_
1-9	33-35	be	_	_	_	_
1-10	36-39	the	_	_	_	_
1-11	40-45	pride	_	_	_	_
1-12	46-48	of	_	_	_	_
1-13	49-52	the	_	_	_	_
1-14	53-57	Fire	_	_	_	_
1-15	58-64	Nation	_	_	_	_
1-16	65-66	.	_	_	_	_

#Text=Our top general , the Dragon of the West . 
2-1	67-70	Our	_	_	_	_
2-2	71-74	top	_	_	_	_
2-3	75-82	general	*	PER	_	_
2-4	83-84	,	_	_	_	_
2-5	85-88	the	_	_	_	_
2-6	89-95	Dragon	_	_	_	_
2-7	96-98	of	_	_	_	_
2-8	99-102	the	_	_	_	_
2-9	103-107	West	_	_	_	_
2-10	108-109	.	_	_	_	_

#Text=Now , look at you . 
3-1	110-113	Now	_	_	_	_
3-2	114-115	,	_	_	_	_
3-3	116-120	look	_	_	_	_
3-4	121-123	at	_	_	_	_
3-5	124-127	you	_	_	*->1-2	*[1]
3-6	128-129	.	_	_	_	_

#Text=Look what you 've become . 
4-1	130-134	Look	_	_	_	_
4-2	135-139	what	_	_	_	_
4-3	140-143	you	_	_	*->1-3	*[1]
4-4	144-147	've	_	_	_	_
4-5	148-154	become	_	_	_	_
4-6	155-156	.	_	_	_	_

#Text=" 
5-1	157-158	"	_	_	_	_
