#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType


#Text=Main Aang Appa Bumi Katara Momo Sokka Antagonists Azula Mai Ty Lee says : " Minor Flopsie Lo and Li Michi Shuzumu Tom - Tom Ukano Yung " Avatar Roku says : " Previously on Avatar ... " Katara says : " You 're looking at the only waterbender in the whole South Pole . 
1-1	0-4	Main	_	_	_	_
1-2	5-9	Aang	_	_	_	_
1-3	10-14	Appa	_	_	_	_
1-4	15-19	Bumi	*	PER	_	_
1-5	20-26	Katara	*	PER	_	_
1-6	27-31	Momo	*	PER	_	_
1-7	32-37	Sokka	*	PER	_	_
1-8	38-49	Antagonists	*	PER	_	_
1-9	50-55	Azula	*	PER	_	_
1-10	56-59	Mai	*	PER	_	_
1-11	60-62	Ty	*	PER	_	_
1-12	63-66	Lee	*	PER	_	_
1-13	67-71	says	_	_	_	_
1-14	72-73	:	_	_	_	_
1-15	74-75	"	_	_	_	_
1-16	76-81	Minor	_	_	_	_
1-17	82-89	Flopsie	*	PER	_	_
1-18	90-92	Lo	*	PER	_	_
1-19	93-96	and	_	_	_	_
1-20	97-99	Li	*	PER	_	_
1-21	100-105	Michi	*	PER	_	_
1-22	106-113	Shuzumu	*	PER	_	_
1-23	114-117	Tom	*	PER	_	_
1-24	118-119	-	*	PER	_	_
1-25	120-123	Tom	*	PER	_	_
1-26	124-129	Ukano	*	PER	_	_
1-27	130-134	Yung	*	PER	_	_
1-28	135-136	"	_	_	_	_
1-29	137-143	Avatar	*	PER	_	_
1-30	144-148	Roku	*	PER	_	_
1-31	149-153	says	_	_	_	_
1-32	154-155	:	_	_	_	_
1-33	156-157	"	_	_	_	_
1-34	158-168	Previously	_	_	_	_
1-35	169-171	on	_	_	_	_
1-36	172-178	Avatar	_	_	_	_
1-37	179-182	...	_	_	_	_
1-38	183-184	"	_	_	*->1-1	*[1]
1-39	185-191	Katara	*	PER	*->1-1	*[1]
1-40	192-196	says	_	_	_	_
1-41	197-198	:	_	_	_	_
1-42	199-200	"	_	_	_	_
1-43	201-204	You	_	_	_	_
1-44	205-208	're	_	_	_	_
1-45	209-216	looking	_	_	_	_
1-46	217-219	at	_	_	_	_
1-47	220-223	the	_	_	_	_
1-48	224-228	only	_	_	_	_
1-49	229-240	waterbender	_	_	_	_
1-50	241-243	in	_	_	_	_
1-51	244-247	the	_	_	_	_
1-52	248-253	whole	_	_	_	_
1-53	254-259	South	_	_	_	_
1-54	260-264	Pole	_	_	_	_
1-55	265-266	.	_	_	_	_

#Text=This ship has haunted my tribe when Gran - Gran was a little girl . 
2-1	267-271	This	_	_	*->2-1	*[2]
2-2	272-276	ship	_	_	*->2-1	*[2]
2-3	277-280	has	_	_	_	_
2-4	281-288	haunted	_	_	_	_
2-5	289-291	my	_	_	*->1-2	*[1]
2-6	292-297	tribe	_	_	_	_
2-7	298-302	when	_	_	_	_
2-8	303-307	Gran	*	PER	_	_
2-9	308-309	-	*	PER	_	_
2-10	310-314	Gran	*	PER	_	_
2-11	315-318	was	_	_	_	_
2-12	319-320	a	_	_	_	_
2-13	321-327	little	_	_	_	_
2-14	328-332	girl	_	_	_	_
2-15	333-334	.	_	_	_	_

#Text=It was part of the Fire Nation 's first attacks . 
3-1	335-337	It	_	_	*->2-2	*[2]
3-2	338-341	was	_	_	_	_
3-3	342-346	part	_	_	*->2-3	*[2]
3-4	347-349	of	_	_	*->2-3	*[2]
3-5	350-353	the	_	_	*->2-3	*[2]
3-6	354-358	Fire	_	_	*->2-3	*[2]
3-7	359-365	Nation	_	_	*->2-3	*[2]
3-8	366-368	's	_	_	*->2-3	*[2]
3-9	369-374	first	_	_	*->2-3	*[2]
3-10	375-382	attacks	_	_	*->2-3	*[2]
3-11	383-384	.	_	_	_	_

#Text=" Yue says : " The legend said the moon was the first waterbender . 
4-1	385-386	"	_	_	_	_
4-2	387-390	Yue	*	PER	_	_
4-3	391-395	says	_	_	_	_
4-4	396-397	:	_	_	_	_
4-5	398-399	"	_	_	_	_
4-6	400-403	The	_	_	_	_
4-7	404-410	legend	_	_	_	_
4-8	411-415	said	_	_	_	_
4-9	416-419	the	_	_	*->4-2	*[4]
4-10	420-424	moon	_	_	*->4-2	*[4]
4-11	425-428	was	_	_	_	_
4-12	429-432	the	_	_	*->4-1	*[4]
4-13	433-438	first	_	_	*->3-2	*[3]
4-14	439-450	waterbender	_	_	*->4-1	*[4]
4-15	451-452	.	_	_	_	_

#Text=Our ancestor saw how it pushed and pulled the tides , and learned how to do it themselves . 
5-1	453-456	Our	_	_	_	_
5-2	457-465	ancestor	_	_	_	_
5-3	466-469	saw	_	_	_	_
5-4	470-473	how	_	_	_	_
5-5	474-476	it	_	_	*->3-3	*[3]
5-6	477-483	pushed	_	_	_	_
5-7	484-487	and	_	_	_	_
5-8	488-494	pulled	_	_	_	_
5-9	495-498	the	_	_	_	_
5-10	499-504	tides	_	_	_	_
5-11	505-506	,	_	_	_	_
5-12	507-510	and	_	_	_	_
5-13	511-518	learned	_	_	_	_
5-14	519-522	how	_	_	_	_
5-15	523-525	to	_	_	_	_
5-16	526-528	do	_	_	_	_
5-17	529-531	it	_	_	*->3-4	*[3]
5-18	532-542	themselves	_	_	_	_
5-19	543-544	.	_	_	_	_

#Text=" Katara says : " I always noticed my waterbending is stronger at night . 
6-1	545-546	"	_	_	_	_
6-2	547-553	Katara	*	PER	*->1-3	*[1]
6-3	554-558	says	_	_	_	_
6-4	559-560	:	_	_	_	_
6-5	561-562	"	_	_	_	_
6-6	563-564	I	_	_	*->1-4	*[1]
6-7	565-571	always	_	_	_	_
6-8	572-579	noticed	_	_	_	_
6-9	580-582	my	_	_	*->1-5	*[1]
6-10	583-595	waterbending	_	_	_	_
6-11	596-598	is	_	_	_	_
6-12	599-607	stronger	_	_	_	_
6-13	608-610	at	_	_	_	_
6-14	611-616	night	_	_	_	_
6-15	617-618	.	_	_	_	_

#Text=" Toph says : " What are you doing ? 
7-1	619-620	"	_	_	_	_
7-2	621-625	Toph	_	_	_	_
7-3	626-630	says	_	_	_	_
7-4	631-632	:	_	_	_	_
7-5	633-634	"	_	_	_	_
7-6	635-639	What	_	_	_	_
7-7	640-643	are	_	_	_	_
7-8	644-647	you	_	_	*->1-6	*[1]
7-9	648-653	doing	_	_	_	_
7-10	654-655	?	_	_	_	_

#Text=" Katara says : " I 'm making my own water ! 
8-1	656-657	"	_	_	_	_
8-2	658-664	Katara	*	PER	*->1-7	*[1]
8-3	665-669	says	_	_	_	_
8-4	670-671	:	_	_	_	_
8-5	672-673	"	_	_	_	_
8-6	674-675	I	_	_	*->1-8	*[1]
8-7	676-678	'm	_	_	_	_
8-8	679-685	making	_	_	_	_
8-9	686-688	my	_	_	*->1-9	*[1]
8-10	689-692	own	_	_	_	_
8-11	693-698	water	_	_	_	_
8-12	699-700	!	_	_	_	_

#Text=" 
9-1	701-702	"	_	_	_	_
